adult,budget,id,imdb_id,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count,year,profit_margin,genres_list,production_companies_list,genres_count
False,2500000,25284,tt0110308,en,The Last Seduction,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory (Linda Fiorentino) convinces her husband, Clay (Bill Pullman), to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale (Peter Berg). After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",4.187079,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-05-26,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Last Seduction,False,6.7,81.0,1994.0,-1.0,"['Thriller', 'Mystery', 'Romance']","['October Films', 'Incorporated Television Company (ITC)']",3
False,40000000,11858,tt0110971,en,Renaissance Man,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",4.985157,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-03,24332324.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Renaissance Man,False,5.9,83.0,1994.0,-0.3916919,"['Comedy', 'War']","['Cinergi Pictures Entertainment', 'Touchstone Pictures']",2
False,30000000,1637,tt0111257,en,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",10.859292,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-09,350448145.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Speed,False,6.8,1814.0,1994.0,10.681604833333333,"['Action', 'Adventure', 'Crime']",['Twentieth Century Fox Film Corporation'],3
False,30000000,41579,tt0109891,en,Getting Even with Dad,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",2.410545,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-17,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Getting Even with Dad,False,4.5,43.0,1994.0,-1.0,"['Family', 'Comedy', 'Crime']",['Metro-Goldwyn-Mayer (MGM)'],3
False,45000000,8587,tt0110357,en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,21.605761,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-23,788241776.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Lion King,False,8.0,5520.0,1994.0,16.516483911111113,"['Family', 'Animation', 'Drama']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",3
False,63000000,12160,tt0111756,en,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",9.277147,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-24,25052000.0,191.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wyatt Earp,False,6.5,203.0,1994.0,-0.6023492063492063,"['Drama', 'Action', 'Western']","['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",3
False,45000000,10879,tt0110093,en,I Love Trouble,"Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping.",3.570874,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-29,61947267.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,I Love Trouble,False,5.3,41.0,1994.0,0.3766059333333333,"['Action', 'Comedy', 'Romance']","['Caravan Pictures', 'Touchstone Pictures']",3
False,50000000,11212,tt0109190,en,Baby's Day Out,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",12.508518,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-01,16671505.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Baby's Day Out,False,5.8,281.0,1994.0,-0.6665699,"['Action', 'Adventure', 'Comedy', 'Family']",['Twentieth Century Fox Film Corporation'],4
False,25000000,8850,tt0111143,en,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",7.881107000000001,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-01,48063435.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Shadow,False,5.4,140.0,1994.0,0.9225374,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",['Universal Pictures'],5
False,55000000,13,tt0109830,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",48.307194,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-06,677945399.0,142.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Forrest Gump,False,8.2,8147.0,1994.0,11.326279981818182,"['Comedy', 'Drama', 'Romance']",['Paramount Pictures'],3
False,115000000,36955,tt0111503,en,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",11.396099,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-14,378882411.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,True Lies,False,6.8,1138.0,1994.0,2.2946296608695653,"['Action', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",2
False,12000000,11231,tt0110657,en,The Next Karate Kid,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-18,15826984.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Next Karate Kid,False,4.8,202.0,1994.0,0.31891533333333333,['Adventure'],['Columbia Pictures Corporation'],1
False,45000000,10731,tt0109446,en,The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",15.263829,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-20,117615211.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Client,False,6.4,287.0,1994.0,1.6136713555555555,"['Drama', 'Thriller', 'Crime', 'Mystery']","['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",4
False,40000000,31586,tt0110687,en,North,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",15.534707,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-22,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,North,False,4.8,67.0,1994.0,-1.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']","['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment']",5
False,23000000,854,tt0110475,en,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",14.13488,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-29,351583407.0,101.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Mask,False,6.6,2550.0,1994.0,14.286235086956522,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['New Line Cinema', 'Dark Horse Entertainment']",4
False,62000000,9331,tt0109444,en,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,7.513244999999999,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-03,215887717.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Clear and Present Danger,False,6.4,390.0,1994.0,2.482059951612903,"['Action', 'Drama', 'Thriller']","['Paramount Pictures', 'Mace Neufeld Productions']",3
False,40000000,2124,tt0109456,en,Color of Night,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",14.228963,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-19,19726050.0,121.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Color of Night,False,5.4,117.0,1994.0,-0.50684875,"['Drama', 'Mystery', 'Romance', 'Thriller']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",4
False,34000000,241,tt0110632,en,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,11.226856,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-25,50282766.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'nv', 'name': ''}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,Natural Born Killers,False,6.9,927.0,1994.0,0.47890488235294115,"['Crime', 'Thriller', 'Drama']","['Regency Enterprises', 'Alcor Films', 'Ixtlan', 'Warner Bros.', 'New Regency Pictures', 'J D Productions']",3
False,5000000,1024,tt0110005,en,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",9.438042,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",1994-09-02,3049135.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heavenly Creatures,False,6.9,299.0,1994.0,-0.390173,"['Drama', 'Fantasy']","['WingNut Films', 'Miramax Films', 'New Zealand Film Commission', 'Fontana Productions']",2
False,20000000,10448,tt0110944,en,Rapa Nui,Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.,7.180346000000001,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-09,305070.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rapa Nui,False,6.2,33.0,1994.0,-0.9847465,['Adventure'],"['Tig Productions', 'Majestic Films International', 'Warner Bros.', 'Newcomm', 'RCS']",1
False,8000000,680,tt0110912,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.95023600000002,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-10,213928762.0,154.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Pulp Fiction,False,8.3,8670.0,1994.0,25.74109525,"['Thriller', 'Crime']","['Miramax Films', 'A Band Apart', 'Jersey Films']",2
False,700000,14275,tt0110057,en,Hoop Dreams,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"".",9.47666,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-12,7830611.0,171.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hoop Dreams,False,7.7,91.0,1994.0,10.186587142857142,['Documentary'],"['Fine Line Features', 'Kartemquin Films']",1
False,27000,2292,tt0109445,en,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",10.513367,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-13,3151130.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Clerks,False,7.4,769.0,1994.0,115.70851851851852,['Comedy'],"['Miramax Films', 'View Askew Productions']",1
False,16000000,101,tt0110413,fr,Léon,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-14,45284974.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Leon: The Professional,False,8.2,4293.0,1994.0,1.830310875,"['Thriller', 'Crime', 'Drama']","['Columbia Pictures', 'Gaumont']",3
False,27000000,8831,tt0111438,en,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",8.907074,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-15,101646581.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Timecop,False,5.5,288.0,1994.0,2.764688185185185,"['Thriller', 'Science Fiction', 'Action', 'Crime']","['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']",4
False,50000000,9057,tt0111400,en,Terminal Velocity,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,8.012225,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-23,16478900.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Terminal Velocity,False,5.0,82.0,1994.0,-0.670422,"['Action', 'Thriller']","['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown']",2
False,25000000,278,tt0111161,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-23,28341469.0,142.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Shawshank Redemption,False,8.5,8358.0,1994.0,0.13365876,"['Drama', 'Crime']","['Castle Rock Entertainment', 'Warner Bros.']",2
False,18000000,522,tt0109707,en,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",11.720358,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-27,5887457.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ed Wood,False,7.3,639.0,1994.0,-0.6729190555555555,"['Comedy', 'Drama', 'History']",['Touchstone Pictures'],3
False,3000000,236,tt0110598,en,Muriel's Wedding,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",5.254847,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1994-09-29,15119639.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Muriel's Wedding,False,6.9,104.0,1994.0,4.039879666666667,"['Drama', 'Comedy', 'Romance']","['Ciby 2000', 'Film Victoria', 'House & Moorhouse Films']",3
False,45000000,8987,tt0110997,en,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",10.511241,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-30,0.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The River Wild,False,6.1,214.0,1994.0,-1.0,"['Action', 'Adventure', 'Crime', 'Thriller']","['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",4
False,25000000,1909,tt0112883,en,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",7.438934,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-01,22200000.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don Juan DeMarco,False,6.3,184.0,1994.0,-0.112,"['Romance', 'Drama', 'Comedy']","['New Line Cinema', 'American Zoetrope']",3
False,23000000,35614,tt0108395,en,A Troll in Central Park,"A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to be mean ugly and scare humans whenever possible. As a punishment, he is exiled to a world of concrete, where he should live a life of proper trolldom: Manhattan.",3.612089,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-07,71368.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Troll in Central Park,False,4.4,40.0,1994.0,-0.9968970434782609,"['Fantasy', 'Animation', 'Science Fiction', 'Family']","['Warner Bros.', 'Don Bluth']",4
False,45000000,2636,tt0111255,en,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",10.388183,"[{'iso_3166_1': 'PE', 'name': 'Peru'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-07,170362582.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Specialist,False,5.5,317.0,1994.0,2.7858351555555556,"['Action', 'Thriller']","['Jerry Weintraub Productions', 'Warner Bros.', 'Iguana Producciones']",2
False,14000000,11596,tt0111686,en,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",9.860522,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-13,18090181.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,New Nightmare,False,6.4,297.0,1994.0,0.2921557857142857,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",['New Line Cinema'],4
False,17000000,27793,tt0110647,en,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,6.252377,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-26,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Neverending Story III: Escape from Fantasia,False,4.4,105.0,1994.0,-1.0,['Fantasy'],"['Studio Babelsberg', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.', 'Miramax']",1
False,55000000,2164,tt0111282,en,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",13.328924,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-27,196567262.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Stargate,False,6.8,942.0,1994.0,2.5739502181818184,"['Action', 'Adventure', 'Science Fiction']","['Centropolis Entertainment', 'StudioCanal', 'Carolco Entertainment']",3
False,3500000,2436,tt0106761,en,Double Dragon,"Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. An evil gang leader named Bo Abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical Double Dragon medallion.",5.190767,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-04,2341309.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Double Dragon,False,3.9,65.0,1994.0,-0.3310545714285714,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",['Gramercy Pictures'],4
False,22000000,11395,tt0111070,en,The Santa Clause,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",9.665424,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-10,189833357.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Santa Clause,False,6.3,501.0,1994.0,7.628788954545454,"['Fantasy', 'Drama', 'Comedy', 'Family']","['Walt Disney Pictures', 'Hollywood Pictures']",4
False,60000000,628,tt0110148,en,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",11.970205,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-11,223664608.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Interview with the Vampire,False,7.2,1558.0,1994.0,2.7277434666666664,"['Horror', 'Romance']",['Geffen Pictures'],2
False,38000000,193,tt0111280,en,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-17,120000000.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Star Trek: Generations,False,6.4,461.0,1994.0,2.1578947368421053,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",['Paramount Pictures'],4
False,35000000,22586,tt0111333,en,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",8.910461999999999,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-18,9771658.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Swan Princess,False,6.5,251.0,1994.0,-0.7208097714285714,['Animation'],['Rich Animation Studios'],1
False,60000000,6280,tt0110216,en,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",6.710215,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-22,37000000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Junior,False,4.7,381.0,1994.0,-0.38333333333333336,"['Comedy', 'Family', 'Romance']","['Universal Pictures', 'Northern Lights Entertainment']",3
False,10000000,26352,tt0110399,en,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",3.021526,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-23,29392418.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Low Down Dirty Shame,False,6.0,31.0,1994.0,1.9392418,"['Action', 'Comedy', 'Crime']","['Caravan Pictures', 'Hollywood Pictures']",3
False,27000000,15139,tt0110763,en,The Pagemaster,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",7.436000999999999,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-23,13670688.0,80.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Pagemaster,False,6.2,178.0,1994.0,-0.49367822222222224,"['Fantasy', 'Science Fiction', 'Family', 'Animation']","['Twentieth Century Fox Film Corporation', 'Turner Pictures (I)']",4
False,26000000,8011,tt0110027,en,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",6.866634,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-11-29,36800000.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Highlander: The Final Dimension,False,4.5,110.0,1994.0,0.4153846153846154,"['Action', 'Fantasy', 'Science Fiction']","['Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud']",3
